RefSeq_ID	Gene_Symbol	Chromosome	Start	End	Expression Breadth	RPKM	Housekeeping?	
NM_000528	MAN2B1	chr19	12757322	12777591	30	23.5971	Yes	
NM_012174	FBXW8	chr12	117348761	117468953	31	7.79334	Yes	
NM_006469	IVNS1ABP	chr1	185265522	185286461	31	78.5734	Yes	
NM_001002901	FCRLB	chr1	161692457	161697933	27	0.591747	No	
NM_018945	PDE7B	chr6	136172834	136516709	28	0.446411	No	
NM_021982	SEC24A	chr5	133984475	134063601	31	14.0671	Yes	
NM_015258	FKBP15	chr9	115927800	115983641	31	12.0951	Yes	
NM_014591	KCNIP2	chr10	103585731	103603677	29	0.743574	No	
NM_001013620	ALG10B	chr12	38710557	38723528	31	0.703267	Yes	
NM_001190799	PLK4	chr4	128802016	128820377	30	0.778162	Yes	
NM_001143995	LPXN	chr11	58294344	58345639	31	7.96419	Yes	
NM_145201	NAPRT1	chr8	144656955	144660513	31	7.75899	Yes	
NR_003038	SNHG5	chr6	86386725	86388451	29	348.957	No	
NM_153261	CNEP1R1	chr16	50059189	50070999	31	10.3892	Yes	
NM_001042492	NF1	chr17	29421945	29704695	31	8.67112	Yes	
NM_001167676	FAM229A	chr1	32826871	32827844	29	1.86965	Yes	
NM_012083	FRAT2	chr10	99092254	99094458	31	0.693774	Yes	
NM_014213	HOXD9	chr2	176987413	176989645	18	5.50561	No	
NM_014238	KSR1	chr17	25799036	25950718	29	3.40018	No	
NM_004317	ASNA1	chr19	12848306	12859137	31	38.7054	Yes	
NM_006000	TUBA4A	chr2	220115001	220118638	31	1.81611	Yes	
NM_014875	KIF14	chr1	200520625	200589862	30	0.392549	No	
NR_024117	MSTO2P	chr1	155579979	155584616	28	2.73507e-160	No	
NM_001251989	GMNN	chr6	24775159	24786325	31	7.70984	Yes	
NR_028077	ZSCAN12	chr6	28346598	28367544	30	3.05336	Yes	
NM_020170	NCLN	chr19	3185875	3209573	31	16.7843	Yes	
NM_032343	CHCHD6	chr3	126423063	126679263	30	8.78985	Yes	
NM_138559	BCL11A	chr2	60678302	60780633	28	0.214551	No	
NR_047513	SLC9B1	chr4	103806205	103940896	30	2.86849	Yes	
NM_001146099	NEK3	chr13	52706779	52733996	30	3.96519	Yes	
NM_001207005	ZNF233	chr19	44764033	44779470	29	0.723319	Yes	
NM_001143906	TRAFD1	chr12	112563349	112591408	31	12.5911	Yes	
NM_004104	FASN	chr17	80036214	80056106	31	6.19504	Yes	
NM_001025300	RAB12	chr18	8609443	8639380	31	27.516	Yes	
NM_001130920	RABL2B	chr22	51205920	51222087	30	3.52168	Yes	
NM_002350	LYN	chr8	56792386	56925006	31	7.19754	Yes	
NM_001166242	C22orf39	chr22	19428410	19435755	31	5.71296	Yes	
NM_032818	ARHGEF39	chr9	35659341	35665278	31	3.77064	Yes	
NM_015169	RRS1	chr8	67341263	67342968	31	6.00769	Yes	
NM_000214	JAG1	chr20	10618332	10654694	31	1.96046	Yes	
NM_020444	KIAA1191	chr5	175773066	175788809	31	50.0917	Yes	
NM_018146	RNMTL1	chr17	685513	695741	31	3.33224	Yes	
NM_001105570	NUDT19	chr19	33182867	33204702	31	3.51709	Yes	
NM_001037813	ZNF284	chr19	44576297	44591623	28	2.07821	No	
NM_002601	PDE6D	chr2	232597147	232645974	30	10.632	Yes	
NM_002597	PDC	chr1	186412698	186430240	17	0.234651	No	
NM_001271022	ATRIP	chr3	48488114	48507054	30	2.7868	Yes	
NM_015507	EGFL6	chrX	13587694	13651694	21	0.311862	No	
NM_004067	CHN2	chr7	29234121	29553944	28	0.088008	No	
NM_173567	EPHX4	chr1	92495533	92529093	25	0.186742	No	
NR_038104	TECR	chr19	14640379	14676792	31	23.3296	Yes	
NR_026900	FLJ23867	chr1	180167144	180169859	30	8.6581	Yes	
NR_002728	KCNQ1OT1	chr11	2629558	2721228	30	0.0581809	Yes	
NM_016243	CYB5R1	chr1	202931001	202936404	30	24.4397	Yes	
NM_178454	DRAM2	chr1	111659954	111682838	31	21.4591	Yes	
NM_018149	SMG8	chr17	57287371	57292611	31	7.85856	Yes	
NM_022897	RANBP17	chr5	170288896	170727019	28	3.50085	No	
NM_003908	EIF2S2	chr20	32676115	32700085	31	60.1688	Yes	
NM_207510	LCNL1	chr9	139877445	139880210	15	0.141773	No	
NR_026967	LOC143666	chr11	573808	575885	28	0.864256	No	
NR_036066	MIR3120	chr1	172107948	172108028	2	1061.47	No	
NM_001375	DNASE2	chr19	12986025	12992335	31	29.7554	Yes	
NM_002157	HSPE1	chr2	198364721	198368187	30	29.3461	Yes	
NM_001256409	LRRC42	chr1	54411999	54433841	31	30.7541	Yes	
NM_001782	CD72	chr9	35609976	35618424	29	0.860762	Yes	
NM_001032373	ZNF226	chr19	44669215	44681838	30	8.72648	Yes	
NR_038286	PSMD6-AS2	chr3	63989698	63997917	29	0.0986669	Yes	
NM_001985	ETFB	chr19	51848409	51869672	30	30.6623	Yes	
NM_001009881	ZCCHC11	chr1	52888948	53018762	31	6.6421	Yes	
NM_005373	MPL	chr1	43803475	43820135	27	0.0672404	No	
NR_026893	POU6F1	chr12	51580719	51611477	31	1.63499	Yes	
NM_032756	HPDL	chr1	45792545	45794346	29	0.144789	Yes	
NM_012328	DNAJB9	chr7	108210189	108215294	31	16.3568	Yes	
NM_006708	GLO1	chr6	38643702	38670952	31	56.6501	Yes	
NM_057157	CYP26A1	chr10	94833232	94837641	13	0.12082	No	
NM_001256575	ENC1	chr5	73923231	73937249	31	17.8376	Yes	
NM_004843	IL27RA	chr19	14142552	14163717	31	3.20436	Yes	
NM_001171689	AMMECR1	chrX	109437414	109683461	31	5.44197	Yes	
NM_004755	RPS6KA5	chr14	91337167	91526993	31	0.126055	Yes	
NM_001002264	EPSTI1	chr13	43460524	43566407	29	7.91647	Yes	
NM_078473	TM2D2	chr8	38846327	38854041	31	17.1512	Yes	
NM_177438	DICER1	chr14	95552565	95623759	31	9.3457	Yes	
NM_015135	NUP205	chr7	135242662	135333499	31	6.45146	Yes	
NM_030815	PDRG1	chr20	30532758	30539883	31	13.2609	Yes	
NM_001144952	SDK2	chr17	71330523	71640227	28	0.087992	No	
NM_004822	NTN1	chr17	8924859	9147317	29	0.0804781	Yes	
NM_003642	HAT1	chr2	172778935	172848600	31	24.6209	Yes	
NM_001136191	KANK2	chr19	11274943	11308243	30	53.6285	Yes	
NM_032993	GAR1	chr4	110736666	110745893	31	13.8045	Yes	
NM_001031725	DDX59	chr1	200613165	200639126	30	6.01397	Yes	
NM_199122	TBRG4	chr7	45139699	45151346	31	14.9964	Yes	
NM_001085	SERPINA3	chr14	95078714	95090390	25	0.333872	No	
NM_138389	FAM114A1	chr4	38869354	38947365	29	55.7329	No	
NM_001006617	MAPKAP1	chr9	128199673	128469513	31	33.9018	Yes	
NM_007026	DUSP14	chr17	35849951	35873588	31	52.1654	Yes	
NM_001380	DOCK1	chr10	128594023	129250780	30	19.7554	Yes	
NM_020248	CTNNBIP1	chr1	9908334	9970316	31	4.28004	Yes	
NM_001448	GPC4	chrX	132435064	132549205	29	1.0547	No	
NM_007241	SNF8	chr17	47007459	47022154	31	40.3583	Yes	
NM_013430	GGT1	chr22	24979718	25024972	28	0.429663	Yes	
NM_052909	PLEKHG4B	chr5	140373	190087	24	0.347748	No	
NM_000194	HPRT1	chrX	133594175	133634698	30	17.1953	Yes	
NM_004739	MTA2	chr11	62360675	62369312	31	18.2515	Yes	
NR_015382	CD27-AS1	chr12	6548167	6560683	31	7.92669	Yes	
NM_001001329	PRKCSH	chr19	11546269	11561782	31	93.3734	Yes	
NM_003144	SSR1	chr6	7281288	7313541	31	20.156	Yes	
NM_000143	FH	chr1	241660857	241683085	31	29.0782	Yes	
NM_005119	THRAP3	chr1	36690017	36770957	31	31.036	Yes	
NM_181836	TMED7	chr5	114948905	114961876	31	49.1985	Yes	
NM_001216	CA9	chr9	35673915	35681154	21	0.514162	No	
NM_001113378	FANCI	chr15	89787194	89860362	31	2.80936	Yes	
NM_001151	SLC25A4	chr4	186064417	186071538	31	7.90273	Yes	
NM_019034	RHOF	chr12	122215660	122231594	30	2.28159	Yes	
NM_020142	NDUFA4L2	chr12	57628686	57634475	25	4.93782	No	
NR_003136	FBXO22-AS1	chr15	76225024	76225471	30	34.1355	Yes	
NM_001270940	XPO6	chr16	28109298	28223239	31	27.2142	Yes	
NM_017570	OPLAH	chr8	145106167	145115584	29	2.85647	Yes	
NM_001256121	S100PBP	chr1	33283043	33324480	30	10.2462	Yes	
NR_028514	PITPNA-AS1	chr17	1420213	1421390	31	13.882	Yes	
NM_001165418	SLC25A11	chr17	4840426	4843462	31	15.3961	Yes	
NR_026663	GLIS3-AS1	chr9	3898646	3901248	16	0.879732	No	
NM_032027	TM2D1	chr1	62146719	62191095	30	31.8524	Yes	
NM_198270	NHS	chrX	17393543	17754113	30	1.06691	No	
NM_001130914	BTG3	chr21	18965968	18985268	30	27.4751	Yes	
NM_001160167	PRR5L	chr11	36317725	36486754	30	3.08829	Yes	
NM_021035	ZNFX1	chr20	47862439	47894756	31	19.8598	Yes	
NM_006642	SDCCAG8	chr1	243419307	243663393	30	6.80794	Yes	
NM_014593	CXXC1	chr18	47808713	47814692	31	8.66601	Yes	
NM_005467	NAALAD2	chr11	89867818	89925779	29	0.0773309	No	
NM_194455	KRIT1	chr7	91828283	91875414	31	7.59489	Yes	
NM_021907	DTNB	chr2	25600067	25896516	30	1.18932	Yes	
NM_020131	UBQLN4	chr1	156005092	156023516	31	5.46388	Yes	
NR_040086	SETD4	chr21	37406839	37432819	31	6.38848	Yes	
NM_002866	RAB3A	chr19	18307611	18314874	30	1.07034	No	
NM_014508	APOBEC3C	chr22	39410265	39414825	31	20.4528	Yes	
NM_152903	KBTBD6	chr13	41701709	41706936	31	2.94745	Yes	
NM_183357	ADCY5	chr3	123001143	123167392	28	0.0940736	No	
NM_031886	KCNA7	chr19	49570675	49576198	16	0.0555121	No	
NM_001163544	SYNRG	chr17	35874900	35969486	31	4.64824	Yes	
NM_000108	DLD	chr7	107531586	107561643	31	20.498	Yes	
NM_004984	KIF5A	chr12	57943847	57978554	26	0.375913	No	
NM_000230	LEP	chr7	127881331	127897682	19	0.574308	No	
NM_001167830	TMED5	chr1	93615299	93646246	31	11.7881	Yes	
NM_152672	SLC51A	chr3	195943383	195960301	24	0.369901	No	
NR_027700	NOP56	chr20	2633178	2639039	31	26.4013	Yes	
NM_001243773	GNG2	chr14	52327022	52436518	29	3.59072	Yes	
NR_026817	LOC148696	chr1	207991724	207995941	26	0.172926	No	
NM_001190482	PCSK5	chr9	78505560	78977255	30	1.02703	Yes	
NM_148976	PSMA1	chr11	14526422	14665180	31	94.6383	Yes	
NM_006256	PKN2	chr1	89149922	89301938	31	11.0197	Yes	
NM_001256965	CCDC51	chr3	48473580	48481529	30	4.59358	Yes	
NM_004050	BCL2L2	chr14	23775971	23780968	31	20.5797	Yes	
NM_023071	SPATS2	chr12	49760688	49921207	31	8.63145	Yes	
NM_014232	VAMP2	chr17	8062465	8066293	31	16.8401	Yes	
NM_024928	OBFC1	chr10	105637318	105678045	31	2.21164	Yes	
NM_001077397	IRF2BP2	chr1	234740015	234745271	31	11.3124	Yes	
NM_000269	NME1	chr17	49230920	49239450	31	75.021	Yes	
NM_147128	ZNRF2	chr7	30323923	30407308	31	2.77137	Yes	
NM_001040445	ASB1	chr2	239335626	239360891	31	6.94578	Yes	
NM_015312	KIAA1109	chr4	123091758	123283914	31	7.27045	Yes	
NM_033157	CALD1	chr7	134464164	134655480	30	594.421	Yes	
NM_001243288	PVRL3	chr3	110790606	110913016	29	26.6509	No	
NM_002446	MAP3K10	chr19	40697651	40721482	30	3.22149	No	
NM_001830	CLCN4	chrX	10124985	10205699	31	0.036557	Yes	
NM_001191022	CTCF	chr16	67596310	67673088	31	11.2724	Yes	
NM_007194	CHEK2	chr22	29083731	29137822	31	5.5955	Yes	
NM_020169	LXN	chr3	158384203	158390482	30	29.1752	Yes	
NM_030930	UNC93B1	chr11	67758575	67771593	30	9.97395	Yes	
NM_145003	TSNARE1	chr8	143293441	143484543	28	0.408066	No	
NM_001409	MEGF6	chr1	3404506	3528059	30	83.1158	Yes	
NM_014703	VPRBP	chr3	51433298	51534018	31	5.29396	Yes	
NM_006724	MAP3K4	chr6	161412822	161538417	31	4.0592	Yes	
NR_073461	PNMT	chr17	37824234	37826728	20	0.373779	No	
NM_001256482	EPHX2	chr8	27348519	27402439	29	2.43167	Yes	
NM_031946	AGAP3	chr7	150783826	150841523	31	19.2025	Yes	
NM_001135187	AGFG1	chr2	228336888	228425938	31	9.38132	Yes	
NM_015295	SMCHD1	chr18	2655886	2805015	31	9.50855	Yes	
NM_017861	PIGX	chr3	196439245	196462876	30	5.04052	Yes	
NM_018095	KBTBD4	chr11	47593749	47600567	31	7.27646	Yes	
NM_145306	C10orf35	chr10	71390003	71393355	27	0.796004	No	
NM_001033057	MAGI1	chr3	65339906	66024509	27	4.2068	No	
NM_003451	ZNF177	chr19	9473696	9493293	29	1.3496	Yes	
NM_018064	AKIRIN2	chr6	88384578	88411985	31	23.9675	Yes	
NM_001258416	ARHGAP20	chr11	110447759	110583912	28	1.1782	No	
NM_014594	ZNF354C	chr5	178487607	178507691	27	4.05357	No	
NM_002505	NFYA	chr6	41040707	41070146	31	5.10672	Yes	
NM_017610	RNF111	chr15	59279865	59389618	31	6.49701	Yes	
NM_018924	PCDHGB3	chr5	140749962	140892546	28	1.03246	No	
NM_016048	ISOC1	chr5	128430442	128449719	30	3.06543	Yes	
NM_181713	UBXN2A	chr2	24163376	24223693	31	9.72618	Yes	
NM_024527	ABHD8	chr19	17402940	17414282	30	8.71025	Yes	
NR_002188	GBAP1	chr1	155183616	155197325	29	1.64184	No	
NM_152890	COL24A1	chr1	86194916	86622121	29	0.404244	Yes	
NM_001031712	TRMT11	chr6	126307576	126360420	30	6.75446	Yes	
NM_001100425	KIAA0895	chr7	36363759	36429734	30	0.863334	Yes	
NM_130855	PTPRS	chr19	5205519	5340814	30	8.14875	Yes	
NM_001040668	BCL2L12	chr19	50168399	50177173	31	3.36944	Yes	
NM_001010888	ZC3H12B	chrX	64708615	64727767	29	0.360908	No	
NM_015229	CLUH	chr17	2592680	2614927	31	4.56296	Yes	
NM_006823	PKIA	chr8	79428336	79517502	30	0.868307	Yes	
NM_003009	SEPW1	chr19	48281842	48287943	30	44.8366	Yes	
NM_003717	NPFF	chr12	53900474	53901422	24	1.78892	No	
NR_024595	DNM1P35	chr15	76020011	76032418	23	0.344	No	
NM_053053	TADA1	chr1	166825749	166845654	31	2.8313	Yes	
NM_001174061	SMG7	chr1	183441506	183523328	31	10.616	Yes	
NM_018963	BRWD1	chr21	40557404	40685712	31	7.67415	Yes	
NM_015492	C15orf39	chr15	75494221	75504510	31	3.89003	Yes	
NM_001002294	FMO3	chr1	171060018	171086959	19	0.123981	No	
NM_015040	PIKFYVE	chr2	209130991	209223475	31	7.41423	Yes	
NM_031899	GORASP1	chr3	39138091	39149130	31	14.4355	Yes	
NM_182908	DHRS2	chr14	24105573	24114848	23	0.157161	No	
NM_001257995	C13orf45	chr13	76445174	76457948	10	0.720038	No	
NM_152357	ZNF440	chr19	11925107	11946016	31	1.04721	Yes	
NM_005805	PSMD14	chr2	162164786	162268228	30	30.8905	Yes	
NM_006466	POLR3F	chr20	18448033	18465286	31	7.47898	Yes	
NM_022733	SMAP2	chr1	40839378	40888998	31	5.95222	Yes	
NM_203459	CAMSAP2	chr1	200708686	200829831	30	11.0071	No	
NM_031480	RIOK1	chr6	7390062	7418270	30	5.90395	Yes	
NM_021639	GPBP1L1	chr1	46092976	46152302	31	22.4565	Yes	
NR_002987	SNORA61	chr1	28906276	28906405	18	41.8277	No	
NM_032301	FBXW9	chr19	12799730	12807455	30	4.07507	Yes	
NM_033632	FBXW7	chr4	153242410	153456393	31	6.72908	Yes	
NM_001261467	NSRP1	chr17	28443825	28513493	30	8.38635	Yes	
NM_006225	PLCD1	chr3	38048987	38071154	29	5.82484	Yes	
NM_020338	ZMIZ1	chr10	80828792	81076285	31	18.3816	Yes	
NM_003223	TFAP4	chr16	4307187	4323001	31	2.39022	Yes	
NM_001137601	ZBTB42	chr14	105266933	105271048	30	1.48317	Yes	
NM_020354	ENTPD7	chr10	101419263	101471002	31	3.71264	Yes	
NM_012179	FBXO7	chr22	32870707	32894818	31	46.3051	Yes	
NM_021831	AGBL5	chr2	27274491	27293490	31	7.49374	Yes	
NR_073131	NEDD9	chr6	11183531	11382581	31	7.71751	Yes	
NM_153247	SLC29A4	chr7	5322561	5343704	27	1.81022	No	
NR_001544	NCRNA00185	chrY	21034387	21040114	17	1.61298	No	
NM_017520	MPHOSPH8	chr13	20207788	20247599	30	14.8594	Yes	
NM_198478	NKPD1	chr19	45653008	45663408	25	0.0516115	No	
NM_198976	NELFCD	chr20	57556263	57570188	31	21.1441	Yes	
NM_001170938	ISYNA1	chr19	18545198	18549111	30	9.27884	Yes	
NM_006270	RRAS	chr19	50138552	50143400	30	124.744	Yes	
NM_152721	DOK6	chr18	67068284	67516322	27	0.186335	No	
NM_001002034	FAM109B	chr22	42470255	42475442	29	12.6125	Yes	
NR_040024	LOC100131655	chr18	74506688	74534251	27	1.27244	No	
NM_001042481	FRMD6	chr14	51955839	52197444	31	151.575	Yes	
NM_024923	NUP210	chr3	13357737	13461809	29	0.13246	No	
NM_020119	ZC3HAV1	chr7	138728266	138794465	31	12.6783	Yes	
NM_001010990	HERPUD1	chr16	56965748	56977793	31	105.326	Yes	
NM_001030001	RPS29	chr14	50044042	50053094	31	886.82	Yes	
NR_033754	CBX3P2	chr18	2652169	2655394	29	0.188876	Yes	
NR_038969	LOC100506599	chr9	138354565	138364095	28	0.254911	No	
NM_004711	SYNGR1	chr22	39745954	39781593	30	23.8779	Yes	
NM_001037808	EIF3C	chr16	28699879	28747050	30	1.01536	Yes	
NM_032648	FAM167B	chr1	32712818	32714461	28	2.15372	No	
NM_003926	MBD3	chr19	1576678	1592652	31	27.5094	Yes	
NM_014235	UBL4A	chrX	153712056	153714932	31	13.2151	Yes	
NM_015670	SENP3	chr17	7465309	7475287	31	20.4005	Yes	
NR_024043	LGALS9	chr17	25958174	25976586	30	0.474123	Yes	
NM_001079673	FNDC3A	chr13	49550048	49783915	31	19.1654	Yes	
NM_013943	CLIC4	chr1	25071760	25170815	31	273.273	Yes	
NM_006573	TNFSF13B	chr13	108921977	108960832	29	0.288013	Yes	
NM_001125	ADPRH	chr3	119298523	119308792	29	1.35892	Yes	
NM_000287	PEX6	chr6	42931611	42946981	31	5.83001	Yes	
NM_006937	SUMO2	chr17	73163825	73179098	30	58.7824	Yes	
NM_001136140	CMPK1	chr1	47799469	47844511	31	59.4137	Yes	
NM_000920	PC	chr11	66615997	66725847	30	2.19197	Yes	
NM_205861	DHDDS	chr1	26758773	26797795	31	9.26683	Yes	
NM_018316	KLHL26	chr19	18747838	18781302	31	1.18938	Yes	
NM_001199290	PHOSPHO2-KLHL23	chr2	170550964	170608396	30	0.480739	Yes	
NM_004328	BCS1L	chr2	219524379	219528166	31	8.32826	Yes	
NM_001099666	PTAR1	chr9	72324438	72374876	31	8.15346	Yes	
NM_017746	TEX10	chr9	103064357	103115259	31	10.4806	Yes	
NM_153358	ZNF791	chr19	12721732	12740676	31	6.46352	Yes	
NR_029374	LEF1-AS1	chr4	109088681	109097586	22	0.547625	No	
NM_000294	PHKG2	chr16	30759620	30772497	31	3.7705	Yes	
NM_007005	TLE4	chr9	82186878	82341656	31	42.832	Yes	
NR_027078	LOC283856	chr16	56126899	56225006	19	0.0935222	No	
NM_001102445	RGS4	chr1	163038396	163046592	25	10.6461	No	
NM_006838	METAP2	chr12	95867822	95909613	31	33.4441	Yes	
NR_024011	LOC286367	chr9	107536633	107540045	28	0.504712	No	
NM_022171	TCTA	chr3	49449639	49453909	31	19.7674	Yes	
NR_003045	SNORD17	chr20	17943353	17943589	25	9.31877	No	
NM_133463	AMZ1	chr7	2719163	2755069	25	1.64836	No	
NM_014655	SLC25A44	chr1	156163730	156182587	31	4.92717	Yes	
NM_138704	NDNL2	chr15	29560353	29562020	31	14.6979	Yes	
NM_001128427	FSTL5	chr4	162305044	163085186	16	0.0502794	No	
NM_022449	RAB17	chr2	238482965	238499769	26	0.140822	No	
NM_003218	TERF1	chr8	73921097	73959987	31	7.99458	Yes	
NM_007137	ZNF81	chrX	47696301	47781655	30	0.816083	Yes	
NR_026827	LINC00839	chr10	42970939	42990785	25	3.63241	No	
NM_003798	CTNNAL1	chr9	111704851	111775764	30	42.3308	Yes	
NM_181861	APAF1	chr12	99039078	99129211	30	4.22556	Yes	
NM_001080391	SP100	chr2	231280871	231410317	30	37.0502	Yes	
NM_022343	GLIPR2	chr9	36136742	36163903	30	8.26826	Yes	
NM_032143	ZRANB3	chr2	135957574	136288806	30	1.78949	Yes	
NM_032735	BEST3	chr12	70047389	70093196	16	0.086527	No	
NR_036487	FGF14-AS2	chr13	103046928	103048055	27	0.250403	Yes	
NM_002838	PTPRC	chr1	198608098	198726605	27	0.0975848	No	
NM_016059	PPIL1	chr6	36822606	36842800	31	17.5191	Yes	
NM_001048249	SMIM15	chr5	60453536	60458302	31	20.8461	Yes	
NR_073481	ZNF689	chr16	30613879	30622096	31	3.48719	Yes	
NM_015316	PPP1R13B	chr14	104200088	104313927	29	1.11916	No	
NM_177939	P4HTM	chr3	49027341	49044581	30	12.8315	Yes	
NM_001690	ATP6V1A	chr3	113465866	113530905	31	16.6058	Yes	
NM_018363	RNLS	chr10	90033621	90343082	30	4.74443	Yes	
NM_080607	VSTM2L	chr20	36531499	36573747	27	1.18518	No	
NM_024511	HAUS3	chr4	2230096	2243860	31	1.92371	Yes	
NM_013299	SAC3D1	chr11	64808376	64812300	31	2.37654	Yes	
NM_001077664	URGCP	chr7	43915501	43965996	31	8.62756	Yes	
NM_080764	ZNF280B	chr22	22838772	22863505	27	0.209427	No	
NM_021928	SPCS3	chr4	177241090	177253396	31	31.2398	Yes	
NM_201542	MED8	chr1	43849579	43855483	31	28.987	Yes	
NM_001130168	PSG8	chr19	43256839	43269831	2	0.187042	No	
NM_022459	XPO4	chr13	21351468	21476913	31	3.46548	Yes	
NM_198097	CCZ1B	chr7	6838566	6865926	30	2.97723	Yes	
NM_022739	SMURF2	chr17	62540735	62658386	31	25.2098	Yes	
NM_002053	GBP1	chr1	89517987	89531043	30	16.3409	Yes	
NM_006996	SLC19A2	chr1	169433149	169455208	31	2.56184	Yes	
NM_001135047	JDP2	chr14	75894509	75939404	30	29.6611	Yes	
NM_021942	TRAPPC11	chr4	184580420	184634747	31	11.7549	Yes	
NM_004905	PRDX6	chr1	173446486	173457946	30	609.682	Yes	
NR_038359	MGC45922	chr19	51320937	51322134	17	0.316081	No	
NM_001193511	MAP3K12	chr12	53874276	53893444	31	11.731	Yes	
NM_001197260	DOK1	chr2	74776147	74784678	30	8.74738	Yes	
NM_007208	MRPL3	chr3	131181045	131221860	31	40.787	Yes	
NM_133452	RAVER1	chr19	10426889	10444314	31	8.53654	Yes	
NM_144684	ZNF480	chr19	52800426	52829174	31	3.6718	Yes	
NM_015656	KIF26A	chr14	104605060	104647235	28	0.141233	Yes	
NM_178498	SLC5A12	chr11	26688566	26743574	16	0.0382501	No	
NR_002571	SNORD58A	chr18	47017653	47017717	2	1397.88	No	
NR_038908	FLI1-AS1	chr11	128561567	128565918	25	0.422984	No	
NM_174896	C1orf162	chr1	112016604	112021134	28	0.649007	No	
NM_030891	LRRC3	chr21	45875393	45878739	25	0.703875	No	
NM_004175	SNRPD3	chr22	24951618	24968509	31	34.0888	Yes	
NM_145658	SPESP1	chr15	69222839	69239150	27	4.52562	No	
NM_006765	TUSC3	chr8	15397596	15624158	25	24.8974	No	
NR_036534	KCNJ2-AS1	chr17	68163102	68165543	27	0.206768	No	
NM_030759	NRBF2	chr10	64893007	64914786	30	17.9137	Yes	
NM_001258308	NOP2	chr12	6666036	6677498	31	8.22329	Yes	
NM_138431	MFSD3	chr8	145734552	145736589	31	5.58871	Yes	
NM_003031	SIAH1	chr16	48394446	48419229	31	16.3338	Yes	
NM_001198526	TCF7L2	chr10	114710009	114927436	31	6.72647	Yes	
NM_005698	SCAMP3	chr1	155225770	155232176	31	35.7186	Yes	
NM_001040710	FAM228A	chr2	24397972	24414567	26	0.147372	No	
NM_001013627	NHSL2	chrX	71130938	71363424	26	0.266407	No	
NM_203415	ELP5	chr17	7155372	7163259	31	15.2499	Yes	
NM_001009552	PPP2CB	chr8	30643126	30670352	30	48.6068	Yes	
NM_001201365	RNF14	chr5	141346402	141369856	30	13.5218	Yes	
NM_001018075	NR3C1	chr5	142657496	142815077	31	20.7772	Yes	
NM_004426	PHC1	chr12	9067316	9094060	31	2.0941	Yes	
NM_016291	IP6K2	chr3	48725436	48754711	31	21.0986	Yes	
NM_007085	FSTL1	chr3	120113061	120169918	30	1628.85	Yes	
NR_024174	MKNK1	chr1	47023079	47069966	31	7.4014	Yes	
NM_032451	SPIRE2	chr16	89894907	89937727	28	1.06554	No	
NM_001191003	GSTO1	chr10	106013952	106027222	30	64.4948	Yes	
NM_001383	DPH1	chr17	1933431	1946725	31	14.0886	Yes	
NR_015358	LINC00643	chr14	62584075	62600903	18	0.17989	No	
NM_001458	FLNC	chr7	128470483	128499328	28	48.8959	No	
NM_173717	ELAC2	chr17	12894929	12921381	31	11.1831	Yes	
NM_006767	LZTR1	chr22	21336558	21353326	30	13.4513	Yes	
NM_002520	NPM1	chr5	170814708	170837888	31	321.62	Yes	
NM_001164615	FZD6	chr8	104310661	104345094	31	20.3604	Yes	
NM_033018	CDK16	chrX	47077528	47089394	31	26.148	Yes	
NM_001102	ACTN1	chr14	69340840	69446083	30	221.426	Yes	
NR_027182	JMJD1C-AS1	chr10	65224989	65226322	28	0.614263	No	
NM_001012271	BIRC5	chr17	76210277	76221716	29	3.718	No	
NR_040586	STAG3L4	chr7	66767625	66786513	30	3.37069	Yes	
NM_000976	RPL12	chr9	130209953	130213711	31	838.204	Yes	
NM_001797	CDH11	chr16	64980683	65155919	25	138.26	No	
NM_172069	PLEKHH2	chr2	43864439	43995126	27	3.59916	No	
NM_000988	RPL27	chr17	41150446	41154971	31	1261.99	Yes	
NR_036109	MIR3074	chr9	97848296	97848376	8	353.824	No	
NM_002087	GRN	chr17	42422491	42430470	31	173.338	Yes	
NM_017912	HERC6	chr4	89299891	89364249	30	7.63218	Yes	
NM_003896	ST3GAL5	chr2	86066271	86116157	30	6.71803	Yes	
NM_152516	COMMD1	chr2	62132803	62363205	30	36.8191	Yes	
NM_001178117	MINPP1	chr10	89264223	89313218	31	13.0363	Yes	
NM_001267706	CD274	chr9	5450503	5470567	29	1.91573	No	
NM_001243727	TEX264	chr3	51705222	51738339	30	28.3987	Yes	
NM_001256834	AURKB	chr17	8108049	8113944	27	2.49519	No	
NM_016185	HN1	chr17	73131344	73150775	31	24.7694	Yes	
NM_178505	TMEM26	chr10	63166401	63213208	21	0.32713	No	
NM_020211	RGMA	chr15	93586636	93632443	24	0.243138	No	
NM_000923	PDE4C	chr19	18318771	18359010	25	0.192127	No	
NM_178539	FAM19A2	chr12	62102029	62586620	29	0.0588439	No	
NM_001671	ASGR1	chr17	7076751	7082883	26	0.195745	No	
